threshold,macro_f1,micro_f1,jaccard
0.1,0.5391702605757601,0.5665961945031712,0.43074712643678165
0.15000000000000002,0.5560902991513528,0.591743119266055,0.46149425287356316
0.20000000000000004,0.5717954488667762,0.6048780487804878,0.4790229885057471
0.25000000000000006,0.5783172693449701,0.6153846153846154,0.4862068965517241
0.30000000000000004,0.588849470792299,0.6267029972752044,0.4887931034482758
0.3500000000000001,0.5935308100494547,0.6345609065155807,0.4880747126436782
0.40000000000000013,0.6008577533577534,0.6432748538011696,0.4844827586206896
0.4500000000000001,0.6094420581929882,0.6506024096385542,0.4902298850574713
0.5000000000000001,0.6224329461497752,0.65625,0.49741379310344824
0.5500000000000002,0.5960721249100016,0.6392405063291139,0.47729885057471266
0.6000000000000002,0.5834925318089618,0.6298701298701299,0.46551724137931033
0.6500000000000001,0.5741547693876575,0.6266666666666667,0.4468390804597701
0.7000000000000002,0.5277017899358325,0.6013986013986014,0.4202586206896552
0.7500000000000002,0.46530737065468386,0.5672727272727273,0.38864942528735635
0.8000000000000003,0.432890086852351,0.5247148288973384,0.35129310344827586
0.8500000000000003,0.41191749427043545,0.5019607843137255,0.3347701149425287
