threshold,macro_f1
0.1,0.4782608695652174
0.15000000000000002,0.42857142857142855
0.20000000000000004,0.43902439024390244
0.25000000000000006,0.46153846153846156
0.30000000000000004,0.47368421052631576
0.3500000000000001,0.4864864864864865
0.40000000000000013,0.5294117647058824
0.4500000000000001,0.48484848484848486
0.5000000000000001,0.48484848484848486
0.5500000000000002,0.48484848484848486
0.6000000000000002,0.5161290322580645
0.6500000000000001,0.5333333333333333
0.7000000000000002,0.4827586206896552
0.7500000000000002,0.5185185185185185
0.8000000000000003,0.46153846153846156
0.8500000000000003,0.4
