threshold,macro_f1,micro_f1,jaccard
0.1,0.5400926640926641,0.5753424657534246,0.4218390804597701
0.15000000000000002,0.5695387135251199,0.6037735849056604,0.4584770114942529
0.20000000000000004,0.5931761962732724,0.6252771618625277,0.4774425287356322
0.25000000000000006,0.6113293381479771,0.641860465116279,0.4903735632183909
0.30000000000000004,0.6135137995819111,0.6440677966101694,0.49410919540229886
0.3500000000000001,0.6142884684238068,0.6417910447761194,0.4882183908045977
0.40000000000000013,0.6177901911019394,0.6408268733850129,0.4883620689655173
0.4500000000000001,0.6299915314963195,0.6465753424657534,0.48405172413793096
0.5000000000000001,0.633296200863499,0.6455331412103746,0.4780172413793103
0.5500000000000002,0.6264552514433774,0.6347305389221557,0.4737068965517241
0.6000000000000002,0.6154494224078938,0.6153846153846154,0.44468390804597696
0.6500000000000001,0.5919012578078207,0.5928338762214984,0.41666666666666663
0.7000000000000002,0.5540163434508909,0.5608108108108109,0.3864942528735632
0.7500000000000002,0.5115046881262134,0.5214285714285715,0.348419540229885
0.8000000000000003,0.46988156880402226,0.49264705882352944,0.3182471264367816
0.8500000000000003,0.4328006173501894,0.45977011494252873,0.2945402298850575
