threshold,macro_f1,micro_f1,jaccard
0.1,0.5392476245091664,0.5841784989858012,0.4442528735632184
0.15000000000000002,0.5288158798267991,0.579957356076759,0.43721264367816093
0.20000000000000004,0.5471642185541702,0.6,0.45416666666666666
0.25000000000000006,0.5393209783029508,0.5954545454545455,0.4498563218390804
0.30000000000000004,0.5342598091985596,0.5887850467289719,0.4413793103448275
0.3500000000000001,0.5453656587003618,0.5961538461538461,0.4468390804597701
0.40000000000000013,0.5433374061640448,0.5916870415647921,0.44109195402298856
0.4500000000000001,0.5571517061183007,0.606516290726817,0.4547413793103448
0.5000000000000001,0.5309066251496887,0.5947368421052631,0.44856321839080465
0.5500000000000002,0.5389610454318411,0.6,0.447844827586207
0.6000000000000002,0.5376288194340617,0.5989010989010989,0.4492816091954023
0.6500000000000001,0.5512934481968889,0.6079545454545454,0.4521551724137931
0.7000000000000002,0.5212168550359627,0.5857988165680473,0.4317528735632184
0.7500000000000002,0.5276408215107906,0.5921450151057401,0.4339080459770115
0.8000000000000003,0.527298520923521,0.58125,0.4245689655172414
0.8500000000000003,0.5178802562801958,0.5751633986928104,0.42169540229885055
