config,jaccard,micro_f1,macro_f1,emotion_f1s
"{'sep_pn': False, 'rm_pn': False, 'apply_lemmatization': False, 'apply_stemming': False, 'add_bigrams': False, 'add_trigrams': True, 'rm_sw': False, 'handle_emojis': True, 'expand_contractions': True, 'normalize_elongated': True, 'add_pos_tags': True, 'add_dep_tags': True, 'use_tfidf': True, 'tfidf_max_features': 200, 'tfidf_ngram_range': 1, 'tfidf_min_df': 2, 'tfidf_max_df': 0.9}",0.25330459770114944,0.3869565217391304,0.27040891297801867,"{'joy': np.float64(0.24), 'sadness': np.float64(0.35772357723577236), 'surprise': np.float64(0.0), 'fear': np.float64(0.654320987654321), 'anger': np.float64(0.1)}"
"{'sep_pn': False, 'rm_pn': False, 'apply_lemmatization': False, 'apply_stemming': False, 'add_bigrams': False, 'add_trigrams': True, 'rm_sw': False, 'handle_emojis': True, 'expand_contractions': True, 'normalize_elongated': True, 'add_pos_tags': True, 'add_dep_tags': True, 'use_tfidf': True, 'tfidf_max_features': 200, 'tfidf_ngram_range': 2, 'tfidf_min_df': 2, 'tfidf_max_df': 0.9}",0.25330459770114944,0.3869565217391304,0.27040891297801867,"{'joy': np.float64(0.24), 'sadness': np.float64(0.35772357723577236), 'surprise': np.float64(0.0), 'fear': np.float64(0.654320987654321), 'anger': np.float64(0.1)}"
"{'sep_pn': False, 'rm_pn': False, 'apply_lemmatization': False, 'apply_stemming': False, 'add_bigrams': False, 'add_trigrams': False, 'rm_sw': False, 'handle_emojis': True, 'expand_contractions': True, 'normalize_elongated': True, 'add_pos_tags': True, 'add_dep_tags': True, 'use_tfidf': True, 'tfidf_max_features': 200, 'tfidf_ngram_range': 1, 'tfidf_min_df': 2, 'tfidf_max_df': 0.9}",0.24655172413793103,0.3877995642701525,0.2714001592138035,"{'joy': np.float64(0.30303030303030304), 'sadness': np.float64(0.3103448275862069), 'surprise': np.float64(0.0), 'fear': np.float64(0.6506024096385542), 'anger': np.float64(0.09302325581395349)}"
"{'sep_pn': False, 'rm_pn': False, 'apply_lemmatization': False, 'apply_stemming': False, 'add_bigrams': False, 'add_trigrams': False, 'rm_sw': False, 'handle_emojis': True, 'expand_contractions': True, 'normalize_elongated': True, 'add_pos_tags': True, 'add_dep_tags': True, 'use_tfidf': True, 'tfidf_max_features': 200, 'tfidf_ngram_range': 2, 'tfidf_min_df': 2, 'tfidf_max_df': 0.9}",0.24655172413793103,0.3877995642701525,0.2714001592138035,"{'joy': np.float64(0.30303030303030304), 'sadness': np.float64(0.3103448275862069), 'surprise': np.float64(0.0), 'fear': np.float64(0.6506024096385542), 'anger': np.float64(0.09302325581395349)}"
