threshold,binary_f1
0.1,0.391304347826087
0.15000000000000002,0.4186046511627907
0.20000000000000004,0.43902439024390244
0.25000000000000006,0.46153846153846156
0.30000000000000004,0.46153846153846156
0.3500000000000001,0.4864864864864865
0.40000000000000013,0.5
0.4500000000000001,0.5142857142857142
0.5000000000000001,0.5294117647058824
0.5500000000000002,0.48484848484848486
0.6000000000000002,0.5
0.6500000000000001,0.5
0.7000000000000002,0.4666666666666667
0.7500000000000002,0.4666666666666667
0.8000000000000003,0.4666666666666667
0.8500000000000003,0.41379310344827586
